CONVERSATION ID,CONVERSATION TITLE,FROM,SENDER PROFILE URL,TO,RECIPIENT PROFILE URLS,DATE,SUBJECT,CONTENT,FOLDER
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Kamran I,https://www.linkedin.com/in/kamraniqbal,2025-06-23 18:51:10 UTC,,You can also book a meet directly here: https://www.itstoilville.com/contact/peter/,INBOX
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Kamran I,https://www.linkedin.com/in/kamraniqbal,2025-06-21 19:53:51 UTC,,Me@peterswimm.com,INBOX
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Kamran I,https://www.linkedin.com/in/kamraniqbal,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-21 19:53:30 UTC,,How about a Zoom/Teams meet? What’s your email alias and I can send an invite. ,INBOX
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Kamran I,https://www.linkedin.com/in/kamraniqbal,2025-06-20 13:16:59 UTC,,Lets connect!,INBOX
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Kamran I,https://www.linkedin.com/in/kamraniqbal,2025-06-20 13:16:48 UTC,,It's great to hear from you,INBOX
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Kamran I,https://www.linkedin.com/in/kamraniqbal,2025-06-20 13:16:39 UTC,,"Hey, Kamran",INBOX
2-NzdjZGU4MDktMDJkYS00Nzg3LThlMmItNTgyOGQyYWI0Y2E0XzEwMA==,,Kamran I,https://www.linkedin.com/in/kamraniqbal,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-19 00:24:32 UTC,,"Hi Peter, how are things? It’s been a while since we talked. I see you are doing consulting work. I’m doing the same. Let’s connect sometime.   Kamran",INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,Peter Swimm,https://www.linkedin.com/in/peterswimm,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,2025-06-27 18:34:36 UTC,AIM Consulting Opportunities,Thanks,INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-27 18:34:24 UTC,AIM Consulting Opportunities,"Hi Peter! Quick update on Alaska - unfortunately they are proceeding with a couple other interviews of people with a little lower of a pay rate. With that said, you arent ruled out so i will keep you posted!",INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,Peter Swimm,https://www.linkedin.com/in/peterswimm,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,2025-06-20 18:53:10 UTC,AIM Consulting Opportunities,Either is good,INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,Peter Swimm,https://www.linkedin.com/in/peterswimm,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,2025-06-20 18:52:51 UTC,AIM Consulting Opportunities,Me@peterswimm.com is a good,INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-20 18:52:47 UTC,AIM Consulting Opportunities,Wonderful! Does 9:30am or 10am PT work?,INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,Peter Swimm,https://www.linkedin.com/in/peterswimm,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,2025-06-20 18:52:30 UTC,AIM Consulting Opportunities,Of course,INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-20 18:52:09 UTC,AIM Consulting Opportunities,Hi Peter! Thank you so much for getting back to me. Do you have time for a quick video meeting Monday to further discuss?,INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,Peter Swimm,https://www.linkedin.com/in/peterswimm,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,2025-06-20 16:04:35 UTC,AIM Consulting Opportunities,"Hi McKaila, thank you for reaching out. I would like to learn more about this opportunity.",INBOX
2-MTBkOGQzNDEtNzIwYi00N2M1LWIxZmUtMzA0MDZlOTJlOWIzXzEwMA==,AIM Consulting Opportunities,McKaila Kofoed,https://www.linkedin.com/in/mckaila-kofoed-35157918a,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-20 15:44:54 UTC,AIM Consulting Opportunities,"Hi Peter,  I hope you are doing well! My name is McKaila and I'm with AIM Consulting, a technology solutions company. I came across your profile on LinkedIn and I am very impressed with your background!  I have an opportunity that seems to align with your background and would love to discuss further! Do you happen to be in the market or open to new opportunities?  Looking forward to hearing from you!  McKaila Kofoed National Manager of Talent Acquisition and Retention at AIM Consulting Group",INBOX
2-YzNjNzU1YmUtMjUzOC00MjIwLWIwZGQtMjdiYmJkYjY1M2I4XzEwMA==,,Rama Krishna,https://www.linkedin.com/in/rama-krishna-23b572211,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-25 21:34:38 UTC,,"Hello peter,    I hope you're doing well! I'm currently looking to connect with talented professionals for an exciting Conversational AI Developer role.    📍 Location: Irving/Dallas, TX or Jacksonville, FL  📅 Duration: Long-term opportunity    If you're open to exploring new opportunities or know someone who might be a great fit, I’d love to connect and share more details.    Looking forward to hearing from you!    Best regards,  Shriram  shriramakrishna.b@saranshinc.com  16094674338",INBOX
2-ZDg2N2QzYzMtYzhmMC00MTI4LWJjNGYtMmVkYWIzZTM3ZGFiXzEwMA==,,Ruthie R.,https://www.linkedin.com/in/ruthierecruiter,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-25 20:27:13 UTC,,"Hi Peter,   Here is the job description and if you want to proceed, we can schedule a call or video call to go over any questions you may have.  Software Resources has an immediate job opportunity for a Sr. Product Manager with DISNEY in Seattle, WA.  This is on-site 4 days in Seattle, Remote on Fridays. Duration: 6+ month(s)+ this will extend  Must have technical skills - pivoted from software engineering to Product Manager or Product Manager in very technical role Must have knowledge of KPI's for core tech.  Must understand code and working along side a dev team- Python is what team mostly works in.  Must have Cloud knowledge- we are AWS shop but experience in any cloud is fine.  Someone who has worked in AI space, knowledge of ML and/or AI.  Must be in a ready to go mode, sprints are every 2 weeks with deliverables.  Having technical software experience, technical product knowledge and/or technical in general will be the best fit.   This role requires deep interaction and cross team dependency management for a portfolio of foundational services and capabilities that enable an integrated experience across several products.  The ideal candidate is technically adept in software and data development lifecycles, Agile and MVP approaches, multi-cloud capabilities (AWS, Azure, Google), as well exemplary leadership and communication abilities (both verbal and written). This role requires you to engage customers of both technical and non-technical skillsets (e.g. Information Workers, Developers, and IT Admins). • Understands technical customer requirements and can articulate them into technical build requirements • Deep empathy for customer requirements - both the goods and the bad • Willing to say no as appropriate when customer asks are not aligned with strategic direction • Uses data to see opportunities and build hypotheses worthy of prioritization • Correlates multiple data dimensions to identify patterns that can be transformed into build requirements • Performs market and industry analysis of trends and conditions for products, platforms, and features for the relevant product line • Defines strategy, vision, & prioritizes product roadmap • Ensures business rhythm is established that corrals both customer sentiment feedback, as well as customer data that enables prioritization requests and enhancements for the product line • Engages with customer and organizational leadership to deeply understand unarticulated needs, successes, and new opportunities; then conveys that information to the team in a manner that is traceable and useful. • Uses data, strategic direction, and feedback loops, prioritizing high value outcomes first • Uses an Agile framework, specifically with an MVP and iterative approach, partners and collaborates with engineering team to ensure the right work is prioritized and delivered; communicates effectively to stakeholders • Brings to bear techniques to increase collaboration, predictability, and transparency for the team while promoting a culture of experimentation and innovation • Champions organization-wide processes and best practices related to ideation, delivery, prioritization, and customer engagement • Productively challenges engineering design to ensure customer requirements will be fulfilled • Uses a lifelong learning mentality, knowing the latest best practices and technologies • Exercises good judgment when faced with risk, blockers, or tradeoffs • Communicate expectations to partners, leaders, and customers, and optimally resets expectations as priorities or deliverables shift • Effectively onboards customers and stakeholders to new releases and functionality • Plan and prioritize work with our Software Engineering team focused on multi-cloud provisioning, governance, and data transparency • Work across a team of developers who will design, build, and maintain APIs and services that underpin our products  Basic Qualifications: • A minimum of 5-7years experience in a technical engineering role such as software, data or systems engineering • A minimum of 5-7 years experience in technical product or program management • A minimum of 5-7 years cloud experience (AWS, Google, Azure) • Proven experience setting strategic vision, large scale application/data deployments, managing software or data development lifecycles, and resolving issues that impact design, product success, or address future technologies • Ability to work with large data sets for analysis and interpretation of business results • Experienced in SCRUM/Lean Agile frameworks with an MVP/iterative approach • Ability to influence, take calculated risks, make sound business decisions, and resolve concerns as needed • Excellent interpersonal, business development, and communication skills (both written & verbal for both technical and non-technical audiences) • Positive can-do partnership demeanor while working with cross-functional teams and business units • Must be detail oriented, self-organized, and capable of simultaneously prioritizing multiple efforts • Technically adept in multi-cloud strategies & technologies and highly skilled at building strong partnerships that deliver critical organizational outcomes.  Required Education: BS  About Software Resources Software Resources, founded more than 3 decades ago, is a trusted staffing partner specializing in Technology (IT, Creative, & Marketing), Finance, & Accounting placements. We work with companies nationwide that need skilled professionals and connect them with candidates like you looking for the right opportunity. We are always looking for professionals at all experience levels and in various specialties to meet our clients' hiring needs. As a member of our team, you will have access to benefits including medical, dental, and vision coverage, a 401(k) with company match, short-term disability, life insurance with AD&D.  I am free to discuss it with you further via phone or Video which ever you prefer. Please attach your resume with a time we can connect.",INBOX
2-ZDg2N2QzYzMtYzhmMC00MTI4LWJjNGYtMmVkYWIzZTM3ZGFiXzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Ruthie R.,https://www.linkedin.com/in/ruthierecruiter,2025-06-25 20:13:56 UTC,,please send me more information: me@peterswimm.com,INBOX
2-ZDg2N2QzYzMtYzhmMC00MTI4LWJjNGYtMmVkYWIzZTM3ZGFiXzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Ruthie R.,https://www.linkedin.com/in/ruthierecruiter,2025-06-25 20:13:29 UTC,,Awesome,INBOX
2-ZDg2N2QzYzMtYzhmMC00MTI4LWJjNGYtMmVkYWIzZTM3ZGFiXzEwMA==,,Ruthie R.,https://www.linkedin.com/in/ruthierecruiter,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-25 20:12:59 UTC,,"Disney contract - Seattle, WA AI Product Manager 4 days onsite/Fridays remote – 86.80hr. w2 + benefits Someone who has worked in AI space, knowledge of ML and/or AI ",INBOX
2-NmNkZTVlNWYtNjU5Yi00MzljLWI2NzAtNDlmOTYxMGM2MDM2XzEwMA==,,Jason van den Brand,https://www.linkedin.com/in/jvandenbrand,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-25 13:25:11 UTC,,"Hey Peter, totally understand things get busy—circling back in case a convo makes sense.  Feel free to check out our site (in my previous message) and let me know if you have any questions!  -Jason https://calendly.com/jasonv-buildscalewin/discovery-meeting-w-jason",INBOX
2-NmNkZTVlNWYtNjU5Yi00MzljLWI2NzAtNDlmOTYxMGM2MDM2XzEwMA==,,Jason van den Brand,https://www.linkedin.com/in/jvandenbrand,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-21 16:24:45 UTC,,"Hi Peter, just wanted to follow up on my note—would love to hear more about what you’re building and see if there’s a way we can support.  Here's our site, btw: https://buildscalewin.com/  Let me know when you have the availability to connect. My scheduling link is above. -Jason  P.S. We're happy to sign an NDA!",INBOX
2-NmNkZTVlNWYtNjU5Yi00MzljLWI2NzAtNDlmOTYxMGM2MDM2XzEwMA==,,Jason van den Brand,https://www.linkedin.com/in/jvandenbrand,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-20 16:16:05 UTC,,"Thanks for connecting Peter! It’s a genuine pleasure to meet you here.  I’m Jason van den Brand, Partner at Build Scale Win. I’m reaching out because I noticed your experience — felt there might be some real alignment between what you’re building and the kind of work we do.  At Build Scale Win, our mission is to empower young companies and help them launch, grow, and scale successfully.  Our aim is to drive results and give you the confidence to tackle the various challenges in the founder’s journey. We don't just advise, we build and execute alongside you—as you navigate raising capital, business planning, marketing, PR, social media, operations, and scaling.  A lot of founders tell us they feel like they’re building the plane mid-flight—we help deliver structure, confidence, and results.  Want to connect for 15 minutes? Here’s the scheduling link: https://calendly.com/jasonv-buildscalewin/discovery-meeting-w-jason",INBOX
2-NmNkZTVlNWYtNjU5Yi00MzljLWI2NzAtNDlmOTYxMGM2MDM2XzEwMA==,,Jason van den Brand,https://www.linkedin.com/in/jvandenbrand,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-19 20:19:55 UTC,,"Hey Peter, I came across your profile and was impressed by what you're building. We partner with emerging founders and teams to help turn early momentum into long-term growth, whether you're launching, scaling, or navigating next steps.  Would love to connect and hear more about your journey.",INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Peter Swimm,https://www.linkedin.com/in/peterswimm,Vanessa Arenas,https://www.linkedin.com/in/sanera,2025-06-23 14:36:49 UTC,Looking for a Challenge?,Good luck!,INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Peter Swimm,https://www.linkedin.com/in/peterswimm,Vanessa Arenas,https://www.linkedin.com/in/sanera,2025-06-23 14:36:46 UTC,Looking for a Challenge?,Thanks for letting me know,INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Vanessa Arenas,https://www.linkedin.com/in/sanera,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-23 14:32:24 UTC,Looking for a Challenge?,"Hi Peter,   The team decided to go with another candidate but let's keep in touch for future opportunities!",INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Peter Swimm,https://www.linkedin.com/in/peterswimm,Vanessa Arenas,https://www.linkedin.com/in/sanera,2025-06-11 19:44:09 UTC,Looking for a Challenge?,,INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Peter Swimm,https://www.linkedin.com/in/peterswimm,Vanessa Arenas,https://www.linkedin.com/in/sanera,2025-06-11 19:35:24 UTC,Looking for a Challenge?,👍,INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Vanessa Arenas,https://www.linkedin.com/in/sanera,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-11 19:35:21 UTC,Looking for a Challenge?,https://hugeinc.zoom.us/j/81587275314?pwd=UNByGjo07cxVQUlAemWIwKSkzj18aR.1,INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Vanessa Arenas,https://www.linkedin.com/in/sanera,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-11 19:35:11 UTC,Looking for a Challenge?,"Hi Peter, I am in the link for our call",INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Peter Swimm,https://www.linkedin.com/in/peterswimm,Vanessa Arenas,https://www.linkedin.com/in/sanera,2025-06-11 19:34:26 UTC,Looking for a Challenge?,Let me know if I should go ahead and schedule a new time,INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Peter Swimm,https://www.linkedin.com/in/peterswimm,Vanessa Arenas,https://www.linkedin.com/in/sanera,2025-06-11 19:33:54 UTC,Looking for a Challenge?,"Hi Vanessa, thank you for reaching out. I would like to learn more about this opportunity. - I grabbed a spot on the calender but it doesnt look liike it sent it forward to you ",INBOX
2-MDMwNmQ4MzgtM2U4MS00YWUwLWE5MTktZDVhMjUyN2NlNjNhXzEwMA==,Looking for a Challenge?,Vanessa Arenas,https://www.linkedin.com/in/sanera,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-10 19:47:13 UTC,Looking for a Challenge?,"Hi Peter,  I hope you’re having a great day! I came across your impressive background and I wanted to reach out about a role at Huge for a contractor position, part time from 6/16-7/18 as a Product Management Director.  I see you are open to new opportunities and I’d love to discuss this further.If you are interested please let me know so we can schedule a quick call.  https://calendly.com/vanessarenas/30-minute-call [https://calendly.com/vanessarenas/30-minute-call]   Best regards,  Vanessa Arenas Talent Acquisition Specialist at Hero Digital",INBOX
2-OGYyY2M1NTAtNWQ0Mi00YjFkLWJjMDgtMTllMWRlN2FkNWI4XzEwMA==,,René  Ollerenshaw ,https://www.linkedin.com/in/rené-ollerenshaw-a158111b5,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-23 13:15:06 UTC,,"Hi Peter! Nice to e-meet you :)  We’re building a lean outbound service that outsources top SA SDR talent to early-stage SaaS teams.  Still in stealth mode, but curious if this might align with where you’re headed. Are you planning to hire internally or still figuring out what’ll make the most sense at this stage?",INBOX
2-YjQ5MmZkODgtYjM5My00M2VhLTg3ZmEtYjA0ODQyYjE4ZDdmXzEwMA==,"Interviews in July, Offers in August",Jan Rudielee Santos,https://www.linkedin.com/in/janrudieleegadiano,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-23 11:15:54 UTC,"Interviews in July, Offers in August","Hi,  Heads-up — there’s still time to snag your spot for tomorrow’s Get Hired FAST workshop.  We'll be sharing 4 strategies and 9 tactics that have helped 1,000+ job seekers stop spinning their wheels and start landing offers — fast.  Think those same tactics couldn’t work for you?  Let’s find out: https://www.linkedin.com/events/gethiredfast-superchargeyourcar7340175809317400578/",INBOX
2-YjQ5MmZkODgtYjM5My00M2VhLTg3ZmEtYjA0ODQyYjE4ZDdmXzEwMA==,"Interviews in July, Offers in August",Jan Rudielee Santos,https://www.linkedin.com/in/janrudieleegadiano,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-14 11:00:02 UTC,"Interviews in July, Offers in August","Got it. Hope the job search isn’t driving you too crazy. I want to invite you to a complimentary workshop that’s helping people get hired way faster — by doing the opposite of what everyone probably keeps telling you to do.  🎯Get Hired FAST!  Without Settling, Getting Ignored, or Losing Hope 📅Tuesday, June 17 🕛12pm EDT / 9am PDT 👉 Register here: https://www.linkedin.com/events/gethiredfast-superchargeyourcar7336699538407059457/  We’ll walk through 4 strategies and 9 tactics (that blow up the outdated advice that likely hasn’t been working for you) our clients are using right now to land more interviews and offers. It’s stuff you haven’t heard before — and it works.  Can’t make it live? Register anyway — you’ll get the full recording and all the tactics. And no — this won’t be some long, drawn-out sales pitch. Just straight-up value you can put to work immediately.  “After months of getting nowhere, I started landing interviews right away.” — Angel E.",INBOX
2-YjQ5MmZkODgtYjM5My00M2VhLTg3ZmEtYjA0ODQyYjE4ZDdmXzEwMA==,"Interviews in July, Offers in August",Peter Swimm,https://www.linkedin.com/in/peterswimm,Jan Rudielee Santos,https://www.linkedin.com/in/janrudieleegadiano,2025-06-11 13:11:54 UTC,"Interviews in July, Offers in August","Hi Jan Rudielee, thank you for reaching out. I would like to learn more about this opportunity.",INBOX
2-YjQ5MmZkODgtYjM5My00M2VhLTg3ZmEtYjA0ODQyYjE4ZDdmXzEwMA==,"Interviews in July, Offers in August",Jan Rudielee Santos,https://www.linkedin.com/in/janrudieleegadiano,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-11 05:13:48 UTC,"Interviews in July, Offers in August","Hi Peter,  Are you job searching right now?  If so, I might have an opportunity for you.  Please let me know either way — if you’re interested, I’ll share more. And if not, a quick “no” tells me you’re all set (yay!) and I’ll know to take you off my list.  Thanks!  Jan Santos Client Care Specialist",INBOX
2-MDJjMmEzZmQtYWQxZC00YmU0LThmNWQtNWQ0ZjUwNmIyYjA5XzEwMA==,,Lisbeth Shaw,https://www.linkedin.com/in/lisbeth-shaw-53b3b621,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-19 19:34:57 UTC,,Likewise,INBOX
2-MDJjMmEzZmQtYWQxZC00YmU0LThmNWQtNWQ0ZjUwNmIyYjA5XzEwMA==,,Peter Swimm,https://www.linkedin.com/in/peterswimm,Lisbeth Shaw,https://www.linkedin.com/in/lisbeth-shaw-53b3b621,2025-06-19 19:21:07 UTC,,Nice to meet you!,INBOX
2-MDJjMmEzZmQtYWQxZC00YmU0LThmNWQtNWQ0ZjUwNmIyYjA5XzEwMA==,,Lisbeth Shaw,https://www.linkedin.com/in/lisbeth-shaw-53b3b621,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-19 19:20:37 UTC,,LinkedIn suggested connecting. I think it's because of our interest in #CXOTalk.,INBOX
2-ZmRkNWQxZGMtZjE0OC00ODkwLWFjYjEtYjYyY2ZiNWJkNjQxXzEwMA==,,Justin Heuff,https://www.linkedin.com/in/justinheuff,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-19 12:46:26 UTC,,"Hi Peter, came across your profile and was really impressed by what you're building. Would love to connect and stay in touch. ",INBOX
2-Zjc2MGY2YTgtYTliMi00NzdmLTk0NTItMTI5YmFlYjRjYWVlXzEwMA==,,Frederick Gaston J.D.,https://www.linkedin.com/in/frederick-gaston-j-d-5093206,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-18 17:00:13 UTC,4 steps,"Peter, saw your post about the podcast interview and your take on ethics and automation in AI. Cool mix of tech and humanity in your approach.  Launching Toilville while shaping the convo around LLM use must keep things moving fast.  I put together a short video with 4 key steps called The Founder’s Blueprint: Secrets to Building a Business that Grows and Sells.  Thought it might be helpful.  Want me to send it over?   Frederick Gaston J.D.",INBOX
2-NGFiMDU0YzItOTA5YS00ZWJiLThkNjAtMTk5M2UyOWQyODUzXzEwMA==,2025 - Looking for a change?,Terry Terrell,https://www.linkedin.com/in/terrylterrell,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-18 01:32:16 UTC,2025 - Looking for a change?,"Peter,  I'm not certain if you are actively in the market or happy where you are, but I figured it was worth a message just in case! Otherwise, you are welcome to keep me in your network in case there is reason to strike up the conversation down the road!  I'm personally hiring to mentor, train and develop our next cohort of Financial Consultants. The role is attractive to individuals with high ambition, discipline and integrity.   You would be helping individuals and business owners accumulate wealth and accomplish their financial goals.  This is a W2, Full Benefits position with tremendous personal growth and income growth potential.  You would be responsible for seeking out clients, understanding their goals and giving formal advice. This is building a book of business so you would be required to learn the skills to 'build your own business', in a mentor/mentee environment.  Positions gives a great lifestyle, allows you to help people and infinite growth opportunities.  If this sounds attractive, let me know and I can send you some additional information.   Cheers,  Terry Terrell Vice President 206-956-6220 | terry.terrell@equitable.com",INBOX
2-NjhhYjZlN2ItOTRjZC00ZjViLWFkZTQtZDYwYjEzZmE2NTUwXzEwMA==,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,Peter Swimm,https://www.linkedin.com/in/peterswimm,Aditya Singh,https://www.linkedin.com/in/aditya-singh-02135111b,2025-06-17 19:52:38 UTC,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,If this is helpful,INBOX
2-NjhhYjZlN2ItOTRjZC00ZjViLWFkZTQtZDYwYjEzZmE2NTUwXzEwMA==,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,Peter Swimm,https://www.linkedin.com/in/peterswimm,Aditya Singh,https://www.linkedin.com/in/aditya-singh-02135111b,2025-06-17 19:51:57 UTC,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,"Grabbed a time, my cal is up to date now",INBOX
2-NjhhYjZlN2ItOTRjZC00ZjViLWFkZTQtZDYwYjEzZmE2NTUwXzEwMA==,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,Aditya Singh,https://www.linkedin.com/in/aditya-singh-02135111b,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-17 19:50:38 UTC,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,"Awesome! Can you please book a call using this link: https://calendly.com/aditya-s-ikickstart/part-time-role-disucssion-interview-kickstart  I’d be happy to briefly introduce you to the role, time commitments, compensation, etc.  If the available slots on the calendar don’t work for you, feel free to suggest a few times that work for you this week.  Best, Aditya",INBOX
2-NjhhYjZlN2ItOTRjZC00ZjViLWFkZTQtZDYwYjEzZmE2NTUwXzEwMA==,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,Peter Swimm,https://www.linkedin.com/in/peterswimm,Aditya Singh,https://www.linkedin.com/in/aditya-singh-02135111b,2025-06-17 15:43:01 UTC,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,feel free to drop an email: me@peterswimm.com or book a chat:https://www.itstoilville.com/contact/peter/,INBOX
2-NjhhYjZlN2ItOTRjZC00ZjViLWFkZTQtZDYwYjEzZmE2NTUwXzEwMA==,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,Peter Swimm,https://www.linkedin.com/in/peterswimm,Aditya Singh,https://www.linkedin.com/in/aditya-singh-02135111b,2025-06-17 15:42:11 UTC,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,"Hi Aditya, thank you for reaching out. I would like to learn more about this opportunity.",INBOX
2-NjhhYjZlN2ItOTRjZC00ZjViLWFkZTQtZDYwYjEzZmE2NTUwXzEwMA==,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,Aditya Singh,https://www.linkedin.com/in/aditya-singh-02135111b,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-17 13:01:37 UTC,Exciting Opportunity: Part-Time GenAI Instructor Role at Interview Kickstart,"Hi Peter,  I came across your profile and was really impressed by your background in [AI/ML/LLMs/etc.]. We’re currently looking for Generative AI experts to join Interview Kickstart as part-time instructors to teach advanced topics such as:  🔹 Large Language Models (LLMs) 🔹 Text-to-Image Generation 🔹 Neural Networks and Deep Learning 🔹 Reinforcement Learning (RL) 🔹 Generative AI Capstone Projects for PM/EM/TPM career tracks  What we offer:  ✅ $120/hr (W2)  ✅ Just 4 hours/month — one Sunday, 9 AM to 1 PM PST  ✅ You choose the Sunday  ✅ Opportunity to add more hours via:  • Extra classes  • 1:1 mentorship  • Mock interviews  ✅ All teaching content and materials are provided  If this sounds interesting, I’d love to connect and share more details. Would you be open to a quick chat?  Best Regards, Aditya Singh IK Talent Team",INBOX
